City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,bodaybo,57.8506,114.1933,-21.66,97,12,1.4,RU,1699465722
282,camayenne,9.535,-13.6878,30.05,74,40,1.03,GN,1699465722
283,brisas de zicatela,15.8369,-97.0419,31.29,58,20,2.57,MX,1699465722
284,rosarito,32.3333,-117.0333,20.23,55,45,5.32,MX,1699465723
285,al jahra',29.3375,47.6581,26.97,32,0,4.54,KW,1699465723
286,capitan bado,-23.2667,-55.5333,39.7,19,32,2.75,PY,1699465723
287,bonthe,7.5264,-12.505,27.47,79,69,3.38,SL,1699465724
288,keflavik,64.0049,-22.5624,5.95,70,0,6.17,IS,1699465724
289,am timan,11.0297,20.2827,31.96,27,92,2.13,TD,1699465724
290,rongelap,11.1635,166.8941,27.88,78,60,8.71,MH,1699465724
291,kolondieba,11.0882,-6.8926,32.77,29,100,1.65,ML,1699465725
292,rajin,42.2489,130.3003,5.06,90,100,3.38,KP,1699465725
293,dourbali,11.8091,15.8632,32.87,21,100,2.63,TD,1699465725
294,hammerfest,70.6634,23.6821,-0.75,86,100,3.6,NO,1699465725
295,nogliki,51.8333,143.1667,-4.25,83,46,2.68,RU,1699465725
296,egletons,45.4034,2.0507,7.29,97,99,1.5,FR,1699465726
297,hirara,24.8,125.2833,21.15,88,40,2.06,JP,1699465726
298,broken hill,-31.95,141.4333,23.32,33,86,4.82,AU,1699465652
299,bikenibeu village,1.3673,173.1241,26.98,94,75,1.54,KI,1699465726
300,as sulayyil,20.4607,45.5779,26.14,25,0,4.04,SA,1699465726
301,hasaki,35.7333,140.8333,10.22,61,1,4.07,JP,1699465727
302,enewetak,11.3474,162.3373,28.38,69,66,9.64,MH,1699465727
303,lazaro cardenas,17.9583,-102.2,30.08,65,27,2.3,MX,1699465678
304,taco pozo,-25.6167,-63.2833,35.91,31,11,3.22,AR,1699465727
305,sittwe,20.15,92.9,22.98,76,13,5.5,MM,1699465727
306,steinbach,50.1667,8.5667,10.35,81,0,4.12,DE,1699465727
307,klaeng,12.7797,101.6483,28.3,90,41,0.96,TH,1699465727
308,remire-montjoly,4.9167,-52.2667,32.02,62,20,4.63,GF,1699465728
309,cururupu,-1.8283,-44.8683,34.3,40,100,3.45,BR,1699465728
310,boa vista,2.8197,-60.6733,32.99,52,75,3.09,BR,1699465728
311,coari,-4.085,-63.1414,32.33,50,81,1.6,BR,1699465728
312,xilin hot,43.9667,116.0333,-14.39,81,19,5.1,CN,1699465728
313,pyapon,16.2833,95.6833,24.37,90,100,2.84,MM,1699465728
314,montpelier,44.2601,-72.5754,2.72,64,75,7.2,US,1699465728
315,stara vyzhivka,51.4376,24.44,7.14,79,94,3.87,UA,1699465728
316,st. john's,47.5649,-52.7093,7.93,98,100,5.66,CA,1699465449
317,lebu,-37.6167,-73.65,13.89,71,0,7.95,CL,1699465729
318,hopelchen,19.7667,-89.85,31.02,45,100,2.15,MX,1699465729
319,kiruna,67.8557,20.2251,-3.49,100,100,1.03,SE,1699465729
320,kununurra,-15.7667,128.7333,26.99,78,66,3.6,AU,1699465729
321,zheleznogorsk-ilimskiy,56.5768,104.1217,-12.57,97,97,1.34,RU,1699465729
322,kingston,17.997,-76.7936,32.53,66,20,3.09,JM,1699465347
323,amga,60.8953,131.9608,-27.93,100,99,0.52,RU,1699465730
324,wanxian,30.8039,108.3897,18.33,94,95,1.3,CN,1699465730
325,chernogorsk,53.8236,91.2842,-14.24,92,99,0.0,RU,1699465730
326,klyuchi,52.2667,79.1667,0.75,55,80,3.16,RU,1699465730
327,tobelo,1.7284,128.0095,26.47,83,7,0.86,ID,1699465730
328,enriquillo,17.9,-71.2333,31.82,57,30,3.26,DO,1699465730
329,sechura,-5.5569,-80.8222,27.0,55,7,6.36,PE,1699465730
330,calvinia,-31.4707,19.776,17.78,27,0,3.05,ZA,1699465731
331,prades,42.5833,2.1667,2.95,69,2,2.16,FR,1699465731
332,acarau,-2.8856,-40.12,27.51,79,85,10.64,BR,1699465525
333,puerto aysen,-45.4,-72.7,11.22,83,89,2.6,CL,1699465731
334,bamboo flat,11.7,92.7167,26.05,94,20,1.03,IN,1699465731
335,nebbi,2.4783,31.0889,20.49,92,70,1.41,UG,1699465731
336,smara,26.7384,-11.6719,22.7,42,1,8.54,EH,1699465731
337,planeta rica,8.4147,-75.5883,30.95,70,62,2.06,CO,1699465731
338,namanga,-2.5433,36.7905,20.31,84,94,3.4,KE,1699465732
339,hilo,19.7297,-155.09,30.16,73,0,3.6,US,1699465732
340,ulsteinvik,62.3432,5.8487,7.64,78,17,3.58,NO,1699465732
341,magugu,-4.0167,35.7667,23.89,66,70,1.46,TZ,1699465732
342,margate,51.3813,1.3862,12.39,94,100,2.68,GB,1699465732
343,blythe,33.6103,-114.5964,21.25,26,11,9.26,US,1699465732
344,itoman,26.1247,127.6694,23.43,81,40,1.54,JP,1699465732
345,ta`u,-14.2336,-169.5144,27.11,82,49,7.0,AS,1699465733
346,pisco,-13.7,-76.2167,21.68,73,20,4.63,PE,1699465733
347,arkhangel'sk,64.5401,40.5433,0.63,99,100,4.06,RU,1699465733
348,hamamatsu,34.7,137.7333,14.45,83,67,0.45,JP,1699465733
349,ketchikan,55.3422,-131.6461,9.99,93,100,6.17,US,1699465733
350,gembu,6.7,11.2667,18.66,82,70,1.64,NG,1699465733
351,aleksandriyskaya,44.2272,43.3453,11.06,76,24,3.71,RU,1699465733
352,bengkulu,-3.8004,102.2655,23.86,95,98,1.82,ID,1699465734
353,zaranj,30.9667,61.8833,18.98,45,0,3.91,AF,1699465734
354,mahalapye,-23.1041,26.8142,27.6,41,44,6.45,BW,1699465734
355,polyarnyy,69.1989,33.4478,-2.61,78,100,1.12,RU,1699465734
356,phan rang-thap cham,11.5667,108.9833,24.25,91,97,1.59,VN,1699465734
357,mushabani,22.5167,86.45,20.08,52,0,1.94,IN,1699465734
358,khuzdar,27.7384,66.6434,19.58,43,66,0.72,PK,1699465734
359,nova sintra,14.8667,-24.7167,23.06,69,94,8.8,CV,1699465734
360,moshkovo,55.3053,83.6104,-5.81,96,90,1.99,RU,1699465735
361,nuku'alofa,-21.1333,-175.2,23.19,94,75,0.51,TO,1699465735
362,nobeoka,32.5833,131.6667,15.42,77,97,1.65,JP,1699465735
363,machico,32.7,-16.7667,21.11,73,40,3.09,PT,1699465735
364,nandu,22.8525,110.8233,22.62,95,59,0.82,CN,1699465735
365,aljezur,37.3191,-8.8033,15.46,86,100,1.28,PT,1699465735
366,selfoss,63.9331,-20.9971,1.9,58,37,4.58,IS,1699465736
367,lichinga,-13.3128,35.2406,22.67,50,61,3.04,MZ,1699465736
368,manokwari,-0.8667,134.0833,24.77,95,100,4.44,ID,1699465736
369,sitka,57.0531,-135.33,9.94,76,100,7.72,US,1699465729
370,yuzhnyy,53.2542,83.6936,-3.79,86,0,1.0,RU,1699465736
371,cape canaveral,28.4058,-80.6048,29.55,55,0,4.12,US,1699465462
372,el galpon,-25.3807,-64.6526,33.92,33,14,4.8,AR,1699465701
373,kaspiyskiy,45.3929,47.3707,11.49,52,22,1.06,RU,1699465736
374,nouadhibou,20.931,-17.0347,21.99,64,73,8.75,MR,1699465737
375,namibe,-15.1961,12.1522,19.74,82,3,2.69,AO,1699465737
376,kirillov,59.863,38.3813,4.43,94,100,1.41,RU,1699465737
377,dolores,-36.3132,-57.6792,26.65,20,61,3.67,AR,1699465737
378,tidjikja,18.5564,-11.4271,26.16,15,92,4.13,MR,1699465737
379,saint-pierre,-21.3393,55.4781,23.82,78,75,1.03,RE,1699465737
380,childress,34.4264,-100.204,28.29,18,0,5.66,US,1699465737
381,yorkton,51.2167,-102.4677,-0.09,93,100,4.12,CA,1699465738
382,selizharovo,56.8519,33.4487,6.63,89,100,2.45,RU,1699465738
383,vernon,50.2581,-119.2691,6.83,93,26,2.06,CA,1699465738
384,coronel suarez,-37.4547,-61.9334,25.87,17,3,7.73,AR,1699465738
385,pyshma,56.9523,63.2513,-0.36,86,93,2.55,RU,1699465738
386,banca,46.3,27.8,11.72,68,100,2.74,RO,1699465738
387,thunder bay,48.4001,-89.3168,1.99,93,100,4.12,CA,1699465738
388,codrington,-38.2667,141.9667,13.35,80,100,2.01,AU,1699465738
389,sinop,41.7711,34.8709,15.79,55,100,3.82,TR,1699465738
390,jumla,29.2747,82.1838,4.95,86,7,2.19,NP,1699465739
391,katsuren-haebaru,26.3369,127.8719,23.43,83,20,2.06,JP,1699465739
392,arequipa,-16.3989,-71.535,23.04,23,20,4.63,PE,1699465464
393,ola,59.5833,151.2833,-22.09,78,30,3.24,RU,1699465739
394,baiyin,36.5583,104.2081,2.59,41,0,0.72,CN,1699465739
395,pulawy,51.4166,21.9694,8.07,80,67,3.45,PL,1699465739
396,mtwara,-10.2667,40.1833,26.41,83,30,4.99,TZ,1699465739
397,severo-yeniseyskiy,60.3725,93.0408,-19.16,99,17,1.7,RU,1699465739
398,poyang,28.9924,116.6675,18.62,88,100,2.86,CN,1699465740
399,yung shue wan,22.2333,114.1167,25.68,81,99,8.85,HK,1699465740
400,kerikeri,-35.2268,173.9474,7.17,91,10,1.9,NZ,1699465740
401,melekeok village,7.4957,134.6367,27.31,89,40,1.54,PW,1699465740
402,waingapu,-9.6567,120.2641,27.11,80,50,2.33,ID,1699465740
403,tshikapa,-6.4167,20.8,22.77,95,92,1.03,CD,1699465740
404,juarez,31.7333,-106.4833,27.38,27,20,6.17,MX,1699465551
405,chibougamau,49.9168,-74.3659,-6.21,68,0,2.57,CA,1699465741
406,el porvenir,13.7617,-87.3458,26.63,74,98,1.47,HN,1699465741
407,arraial do cabo,-22.9661,-42.0278,27.98,54,0,9.26,BR,1699465741
408,petrosino,37.7077,12.4999,18.93,63,71,6.31,IT,1699465741
409,sena madureira,-9.0656,-68.6569,24.43,90,100,1.86,BR,1699465741
410,rajgarh,28.6333,75.3833,25.16,27,88,1.03,IN,1699465741
411,ertil',51.8406,40.8056,8.21,84,91,4.84,RU,1699465741
412,alesund,62.4723,6.1549,7.64,75,0,4.63,NO,1699465682
413,yelovo,57.0538,54.9207,5.17,89,100,4.95,RU,1699465742
414,tindouf,27.6711,-8.1474,27.25,18,0,4.12,DZ,1699465742
415,antsiranana,-12.2787,49.2917,25.54,81,3,5.97,MG,1699465742
416,aldama,22.9167,-98.0667,28.61,56,34,3.41,MX,1699465742
417,biryusinsk,55.9634,97.8235,-14.6,97,31,1.57,RU,1699465742
418,nemyriv,48.9708,28.8378,8.56,87,100,4.73,UA,1699465743
419,narvik,68.4384,17.4272,-1.33,76,43,3.12,NO,1699465743
420,yerofey pavlovich,53.9667,121.9667,-10.58,87,100,2.39,RU,1699465743
421,laracha,43.2537,-8.5854,12.88,96,75,1.54,ES,1699465743
422,tabarka,36.9544,8.758,16.36,67,40,1.03,TN,1699465743
423,carnarvon,-24.8667,113.6333,20.6,76,0,8.63,AU,1699465744
424,kilindoni,-7.9139,39.6668,26.72,80,85,4.64,TZ,1699465744
425,bilgi,16.35,75.6167,22.63,84,100,4.29,IN,1699465744
426,porto novo,6.4965,2.6036,28.9,76,79,3.58,BJ,1699465567
427,turpan,42.9333,89.1667,7.69,21,34,0.32,CN,1699465744
428,tubarjal,30.4999,38.216,24.05,24,0,2.81,SA,1699465745
429,raja,8.4596,25.678,26.49,64,51,1.5,SS,1699465745
430,vila franca do campo,37.7167,-25.4333,20.49,99,100,5.35,PT,1699465745
431,guatrache,-37.6678,-63.5302,25.95,16,7,7.79,AR,1699465746
432,campos dos goytacazes,-21.75,-41.3,28.03,47,20,6.69,BR,1699465744
433,san luis de la loma,17.2706,-100.8939,30.48,66,46,2.47,MX,1699465746
434,sinfra,6.6167,-5.9167,23.87,94,97,0.95,CI,1699465746
435,hadibu,12.65,54.0333,26.5,72,100,3.18,YE,1699465747
436,egilsstadir,65.2653,-14.3948,2.95,87,75,7.2,IS,1699465747
437,north bend,43.4065,-124.2243,8.42,100,40,2.57,US,1699465747
438,popondetta,-8.7537,148.2534,22.17,95,100,1.61,PG,1699465747
439,arvayheer,46.2639,102.775,-15.57,59,7,2.35,MN,1699465748
440,al bardiyah,31.7561,25.0865,21.4,80,4,2.3,LY,1699465748
441,cidade velha,14.9167,-23.6167,28.26,57,40,7.72,CV,1699465748
442,port saint john's,-31.6229,29.5448,19.05,80,64,1.76,ZA,1699465748
443,mehtar lam,34.6714,70.2094,19.3,36,87,1.06,AF,1699465748
444,thinadhoo,0.5333,72.9333,27.15,82,3,4.23,MV,1699465749
445,tahoua,14.8888,5.2692,34.99,8,0,4.63,NE,1699465749
446,holualoa,19.6228,-155.9522,23.21,78,100,2.06,US,1699465749
447,baardheere,2.3446,42.2764,28.01,75,37,2.57,SO,1699465750
448,yoko,5.5333,12.3167,21.32,88,89,1.12,CM,1699465750
449,pavlodar,52.3,76.95,-0.11,74,0,5.0,KZ,1699465750
450,sabzevar,36.2126,57.6819,12.68,36,15,3.16,IR,1699465751
451,mao,39.8885,4.2658,14.31,72,0,1.03,ES,1699465751
452,daru,-9.0763,143.2092,24.91,85,76,4.99,PG,1699465751
453,zouerate,22.7187,-12.4521,25.03,24,0,4.9,MR,1699465751
454,strezhevoy,60.7333,77.5889,-3.91,96,85,4.02,RU,1699465751
455,katabu,-4.9333,122.5167,23.46,94,6,1.49,ID,1699465752
456,zyryanskoye,56.8306,86.6258,-8.66,93,98,3.61,RU,1699465752
457,oranjemund,-28.55,16.4333,15.2,74,0,9.61,NA,1699465752
458,dryden,49.7833,-92.7503,1.16,100,100,6.17,CA,1699465752
459,mzimba,-11.9,33.6,23.37,45,28,4.7,MW,1699465752
460,motca,47.25,26.6167,8.51,59,100,5.59,RO,1699465753
461,xinqing,48.2333,129.5,-12.38,99,99,0.87,CN,1699465753
462,jambi city,-1.6,103.6167,24.05,83,95,0.48,ID,1699465753
463,namsos,64.4662,11.4957,2.03,86,0,2.57,NO,1699465753
464,maranello,44.5248,10.8655,9.88,87,5,1.69,IT,1699465754
465,mala,-12.6581,-76.6308,22.19,73,73,3.69,PE,1699465754
466,taulaga,-11.0553,-171.0883,28.59,74,96,7.37,AS,1699465754
467,rustaq,23.3908,57.4244,25.2,64,14,1.47,OM,1699465754
468,fish town,5.1964,-7.8756,23.58,96,100,2.07,LR,1699465754
469,brumunddal,60.881,10.9395,1.64,99,100,0.67,NO,1699465755
470,zavodskoy,43.4597,132.2922,2.48,93,75,2.0,RU,1699465755
471,tafresh,34.692,50.013,9.83,62,1,2.14,IR,1699465755
472,jayapura,-2.5333,140.7,25.66,87,96,1.86,ID,1699465755
473,sinabang,2.4803,96.3801,25.77,85,100,1.73,ID,1699465755
474,aberdeen,57.1437,-2.0981,6.27,79,35,1.54,GB,1699465756
475,howard springs,-12.497,131.047,27.95,81,98,3.28,AU,1699465756
476,sao geraldo do araguaia,-6.4006,-48.555,32.72,51,100,1.33,BR,1699465756
477,sosnovoborsk,56.1325,93.3589,-12.64,92,11,2.06,RU,1699465756
478,sandwip,22.4678,91.4561,24.02,64,1,4.27,BD,1699465756
479,gambela,8.25,34.5833,23.07,93,89,1.32,ET,1699465756
480,masterton,-40.9597,175.6575,7.3,90,32,1.17,NZ,1699465757
481,angra do heroismo,38.65,-27.2167,19.51,94,75,1.34,PT,1699465757
482,ust-tsilma,65.441,52.1498,2.01,99,100,3.13,RU,1699465757
483,agat village,13.3886,144.6585,28.06,88,20,3.09,GU,1699465758
484,berdyansk,46.7503,36.7944,13.12,94,92,8.3,UA,1699465758
485,nyala,12.05,24.8833,29.49,28,45,4.11,SD,1699465758
486,guarapari,-20.6667,-40.4975,26.05,50,0,2.9,BR,1699465624
487,prince rupert,54.3161,-130.3201,9.05,81,100,10.8,CA,1699465482
488,cabo san lucas,22.8909,-109.9124,30.42,63,100,4.12,MX,1699465512
489,sars,56.5502,57.1366,2.11,97,100,2.73,RU,1699465759
490,empalme,27.9667,-110.8167,29.08,42,75,0.0,MX,1699465653
491,suva,-18.1416,178.4415,24.71,88,75,2.06,FJ,1699465759
492,kiunga,-6.1219,141.2906,22.15,100,100,0.9,PG,1699465759
493,mullsjo,63.7,19.7,0.32,90,99,2.23,SE,1699465760
494,robore,-18.3333,-59.75,38.05,39,20,9.26,BO,1699465760
495,lubao,14.9167,120.55,26.84,85,42,1.69,PH,1699465760
496,gereida,11.2811,25.1414,31.46,26,65,3.8,SD,1699465760
497,konstantinovsk,47.5828,41.0922,10.76,65,99,3.76,RU,1699465760
498,guajara mirim,-10.7828,-65.3394,29.09,70,75,5.66,BR,1699465760
499,cedeira,43.6797,-8.0209,12.99,53,100,5.96,ES,1699465760
500,kolonia town,6.964,158.206,28.58,79,100,7.53,FM,1699465766
501,sainte-anne-des-monts,49.124,-66.4924,0.93,80,100,13.89,CA,1699465766
502,pitea,65.3172,21.4794,0.05,98,100,2.57,SE,1699465766
503,salinas,36.6777,-121.6555,18.33,57,0,2.06,US,1699465656
504,riverside,33.7333,-116.0508,21.16,22,0,6.17,US,1699465647
505,cill airne,52.05,-9.5167,7.03,87,40,5.66,IE,1699465766
506,tonj,7.2737,28.6822,25.01,76,86,1.7,SS,1699465767
507,khabarovsk,48.4808,135.0928,-6.11,85,20,2.0,RU,1699465562
508,knyaze-volkonskoye,48.4642,135.4567,-5.81,94,100,1.79,RU,1699465767
509,turinsk,58.0458,63.696,-0.35,83,90,2.94,RU,1699465767
510,clewiston,26.7542,-80.9337,29.44,53,38,3.54,US,1699465746
511,trairi,-3.2778,-39.2689,32.47,45,96,7.15,BR,1699465702
512,wuchuan,21.4571,110.7659,24.15,92,53,5.05,CN,1699465767
513,pimenta bueno,-11.6725,-61.1936,35.46,36,100,3.35,BR,1699465626
514,nenjiang,49.1833,125.2167,-16.66,100,96,0.86,CN,1699465768
515,port lincoln,-34.7333,135.8667,14.18,90,0,6.11,AU,1699465768
516,kupiskis,55.8333,24.9667,6.66,94,100,3.08,LT,1699465769
517,coronel dorrego,-38.7187,-61.2873,24.15,19,1,8.62,AR,1699465769
518,el alto,-4.2714,-81.2147,25.81,68,7,8.48,PE,1699465769
519,gannan,47.9147,123.5031,-11.08,94,96,1.68,CN,1699465769
520,saldanha,-33.0117,17.9442,17.03,75,0,9.63,ZA,1699465769
521,mount gambier,-37.8333,140.7667,9.73,95,78,1.32,AU,1699465738
522,emerald,-23.5333,148.1667,17.41,82,1,4.08,AU,1699465770
523,karaidel',55.8337,56.9069,3.42,98,100,2.66,RU,1699465770
524,lensk,60.7253,114.9278,-19.16,100,81,0.1,RU,1699465770
525,baise city,23.8997,106.6133,25.19,99,85,0.96,CN,1699465770
526,kimbe,-5.5502,150.1429,24.91,91,100,2.27,PG,1699465771
527,lospalos,-8.5186,127.0025,20.91,89,5,0.4,TL,1699465771
528,bazarak,35.3129,69.5152,8.91,69,89,0.7,AF,1699465771
529,ar ruways,24.1103,52.7306,26.45,59,1,3.68,AE,1699465771
530,luganville,-15.5333,167.1667,24.69,84,100,6.27,VU,1699465772
531,bardai,11.65,7.2333,25.89,20,49,1.89,NG,1699465772
532,marsh harbour,26.5412,-77.0636,25.75,68,4,6.33,BS,1699465772
533,serdar,38.9764,56.2757,15.41,43,4,0.61,TM,1699465772
534,lehighton,40.8337,-75.7138,11.3,42,0,1.34,US,1699465491
535,sabang,5.8933,95.3214,27.48,78,29,4.2,ID,1699465772
536,maych'ew,12.7875,39.5422,15.19,63,91,3.92,ET,1699465772
537,fisterra,42.9049,-9.2629,15.57,82,88,4.5,ES,1699465772
538,sogndal,61.2283,7.1003,0.21,80,0,1.03,NO,1699465773
539,kyela,-9.5833,33.85,27.34,56,13,0.47,TZ,1699465773
540,ishinomaki,38.4167,141.3,10.71,77,73,1.47,JP,1699465773
541,buka,40.8108,69.1986,13.82,71,100,2.34,UZ,1699465773
542,nova vicosa,-17.8919,-39.3719,26.19,52,10,4.36,BR,1699465774
543,palia kalan,28.45,80.5833,18.42,57,4,1.15,IN,1699465774
544,federacion,-31.0062,-57.8996,26.44,61,51,1.0,AR,1699465774
545,abagur,53.7308,87.2526,-2.65,98,100,0.76,RU,1699465774
546,flin flon,54.7682,-101.865,-1.09,93,100,2.57,CA,1699465775
547,jinzhou,41.1078,121.1417,0.94,80,100,4.12,CN,1699465775
548,bani mazar,28.5036,30.8004,25.81,38,0,3.96,EG,1699465775
549,ocean city,39.2776,-74.5746,14.43,46,13,1.79,US,1699465775
550,norrtalje,59.758,18.705,6.71,95,100,4.12,SE,1699465775
551,baotou,40.6522,109.8222,-5.05,41,1,5.21,CN,1699465775
552,takoradi,4.8845,-1.7554,27.03,79,96,4.94,GH,1699465775
553,chiredzi,-21.05,31.6667,23.72,64,96,4.03,ZW,1699465776
554,santa terezinha,-29.9002,-50.0904,23.87,68,100,2.21,BR,1699465776
555,joao pinheiro,-17.7425,-46.1725,34.41,19,1,1.02,BR,1699465776
556,palmas,-10.2128,-48.3603,29.93,70,40,2.57,BR,1699465776
557,svendborg,55.0598,10.6068,9.36,89,99,8.23,DK,1699465776
558,akrehamn,59.2667,5.1833,9.12,71,75,7.72,NO,1699465777
559,kouango,4.9934,19.9619,24.65,88,61,0.62,CF,1699465777
560,moussoro,13.6408,16.4901,32.69,15,100,4.39,TD,1699465777
561,baglung,28.2719,83.5898,13.74,87,51,2.14,NP,1699465777
562,sur,22.5667,59.5289,26.74,68,45,1.93,OM,1699465777
